Codigo_Dane_Institucion_Inicial,2019,2020,2021,2022,2023,2024,Codigo_Dane_Institucion_Final,Id,Año_Vigencia,Id_Codigo_Dane_Institucion,Id_Codigo_Dane_Sede,Id_consecutivosede,Nombre_Establecimiento,Nombre_Sede_SIMAT,Comuna,Nucleo,Estrato,Id_genero,Poblacion_Victima,Id_Discapacidad,Id_Capacidades,Id_Etnias,Id_Jornada,Id_Caracter,Id_especialidad,Id_grado,Grupo,Id_nivel,Id_metodologia,Repitente,Nuevo,Id_fuenterecursos,Id_zona,Id_apoyoacademico,Id_srpa,Id_paisorigen,Id_trastornosespecificios
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61268973,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,2,9,99,9,0,2,0,0,6,605,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,6,7,8,9,9,1.66001E+11,61269917,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,2,9,99,9,0,2,0,0,6,602,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,7,999,9,10,25,1.66001E+11,61270321,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA JULITA,I.E LA JULITA,30,3,2,2,9,99,9,0,6,0,0,6,601,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61271415,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,5,2,9,99,9,0,2,0,0,6,603,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61272050,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SAN VICENTE HOGAR,I.E SAN VICENTE HOGAR,6,4,3,1,9,99,9,0,2,0,0,6,AM,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,9,10,7,999,999,999,61276153,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LENINGRADO,I.E LENINGRADO,27,2,1,2,9,99,9,0,3,0,0,6,603,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61278995,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E EL DORADO,I.E EL DORADO,11,8,1,2,9,99,9,97,2,0,0,6,6C,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,7,8,999,999,11,1.66001E+11,61282361,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E MUNDO NUEVO,I.E MUNDO NUEVO,16,7,3,2,9,99,9,0,6,0,0,6,601,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,23,23,23,999,23,1.66001E+11,61282735,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LENINGRADO,I.E LENINGRADO,27,2,1,2,9,99,9,0,3,0,0,6,603,6,1,N,S,1,1,1,1,0,0
3.66001E+11,6,7,7,7,8,9,3.66001E+11,61284253,2019,3.66001E+11,3.66001E+11,3.66001E+13,I.E COMPARTIR LAS BRISAS,I.E COMPARTIR LAS BRISAS,31,7,2,2,9,99,9,0,2,0,0,6,602,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,9,10,1.66001E+11,61284643,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E RODRIGO ARENAS BETANCUR,I.E RODRIGO ARENAS BETANCUR,14,8,1,2,9,99,9,0,3,0,0,6,605,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61284954,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA INMACULADA,I.E LA INMACULADA,6,4,3,1,9,99,9,0,2,0,0,6,6A,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61285027,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,1,1,9,99,9,0,6,0,0,6,602,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,999,999,999,999,61285066,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E MARIA DOLOROSA,I.E MARIA DOLOROSA,6,4,2,2,9,99,9,0,2,0,0,6,B,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61285217,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SAN VICENTE HOGAR,I.E SAN VICENTE HOGAR,6,4,3,1,9,99,9,97,2,0,0,6,BM,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61285436,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E BYRON GAVIRIA,I.E BYRON GAVIRIA,22,8,2,1,9,99,9,0,2,0,0,6,601,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,999,999,999,999,999,999,61287129,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,2,1,9,99,9,0,6,0,0,6,604,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,999,999,999,999,61287174,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E ALFONSO JARAMILLO GUTIERREZ,I.E ALFONSO JARAMILLO GUTIERREZ,20,8,3,1,9,15,9,0,3,0,0,6,602,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,999,999,999,23,24,1.66001E+11,61287518,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDADELA CUBA,I.E CIUDADELA CUBA,14,8,1,1,9,99,9,0,3,0,0,6,F,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,7,8,999,999,999,999,61288087,2019,2.66001E+11,2.66001E+11,2.66001E+13,C.E LA CARBONERA,C.E LA CARBONERA,5,6,1,2,9,99,9,0,6,0,0,6,A,6,1,N,N,1,2,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61288341,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,1,2,9,99,9,0,6,0,0,6,602,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,8,9,24,26,999,999,61288897,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DEOGRACIAS CARDONA,I.E DEOGRACIAS CARDONA,4,3,2,1,9,99,9,0,3,0,0,6,602,6,29,N,S,1,2,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61293419,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA INMACULADA,I.E LA INMACULADA,6,4,3,1,9,99,9,0,2,0,0,6,6B,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61295513,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,2,2,9,99,9,0,3,0,0,6,607,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61295735,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,2,9,99,9,0,2,0,0,6,603,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61296693,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA BOYACA,I.E LA BOYACA,6,4,4,1,9,18,9,0,2,0,0,6,601,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,6,8,8,9,10,1.66001E+11,61296839,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,1,9,99,9,0,2,0,0,6,603,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,8,8,9,1.66001E+11,61298303,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CARLOTA SANCHEZ,I.E CARLOTA SANCHEZ,26,4,2,1,9,99,9,0,2,0,0,6,602,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,6,999,7,9,25,1.66001E+11,61300440,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DIEGO MAYA SALAZAR,I.E DIEGO MAYA SALAZAR,24,3,2,2,9,99,9,0,6,0,0,6,6A,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61301470,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E JESUS MARIA ORMAZA,I.E JESUS MARIA ORMAZA,12,8,3,2,9,99,9,0,6,0,0,6,A,6,1,N,S,1,1,0,0,0,0
2.66001E+11,6,7,8,999,999,26,2.66001E+11,61303951,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E HECTOR ANGEL ARCILA,I.E HECTOR ANGEL ARCILA,18,7,1,1,9,99,9,0,2,0,0,6,602,6,1,N,N,1,2,1,1,0,0
2.66001E+11,6,7,8,9,10,11,2.66001E+11,61310896,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E GONZALO MEJIA ECHEVERRY,I.E GONZALO MEJIA ECHEVERRY,2,1,2,2,9,99,9,0,6,0,0,6,C,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,9,999,999,26,1.66001E+11,61311653,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,2,1,9,99,9,0,6,0,0,6,604,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61312824,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA BOYACA,I.E LA BOYACA,6,4,3,1,9,99,9,0,2,0,0,6,604,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,9,24,25,25,999,999,61318391,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E JESUS BUENA  ESPERANZA,I.E JESUS BUENA  ESPERANZA,26,4,1,2,9,99,9,0,2,0,0,6,B,6,1,S,S,1,1,1,3,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61320569,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,2,9,99,9,0,2,0,0,6,605,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,999,999,999,999,999,999,61320594,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E GIMNASIO RISARALDA,I.E GIMNASIO RISARALDA,26,4,2,1,9,99,9,0,3,0,0,6,6B,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61321897,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CARLOTA SANCHEZ,I.E CARLOTA SANCHEZ,26,4,3,1,9,99,9,0,2,0,0,6,602,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61322962,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,2,9,99,9,0,3,0,0,6,607,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61323019,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,1,9,99,9,0,3,0,0,6,606,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,6,7,8,9,10,1.66001E+11,61326886,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E ALFREDO GARCIA,I.E ALFREDO GARCIA,26,4,1,1,9,99,9,0,6,0,0,6,601,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61327458,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,2,1,9,99,9,0,2,0,0,6,D,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61328030,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,3,1,9,99,9,0,6,0,0,6,602,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,6,7,8,9,10,1.66001E+11,61328942,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E INEM FELIPE PEREZ,I.E INEM FELIPE PEREZ,13,3,2,2,9,99,9,0,6,0,0,6,604,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61331964,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E TECNICO SUPERIOR,I.E TECNICO SUPERIOR,30,3,3,1,9,99,9,0,2,0,0,6,601,6,1,N,N,1,1,0,0,0,0
2.66001E+11,6,7,23,23,24,999,999,61337344,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E HECTOR ANGEL ARCILA,I.E HECTOR ANGEL ARCILA,18,7,1,1,9,99,9,0,2,0,0,6,602,6,1,N,S,1,2,1,1,0,0
1.66001E+11,6,7,8,24,26,999,999,61354242,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E EL DORADO,I.E EL DORADO,11,8,2,1,9,99,9,0,2,0,0,6,6A,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,7,8,999,999,999,61357771,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,2,2,9,99,9,0,3,0,0,6,E,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61359499,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,3,2,9,99,9,0,6,0,0,6,602,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,8,10,11,999,999,999,61360342,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DEOGRACIAS CARDONA,I.E DEOGRACIAS CARDONA,4,3,2,1,9,99,9,0,3,0,0,6,604,6,29,N,S,1,1,0,0,0,0
1.66001E+11,6,7,7,8,9,26,1.66001E+11,61373164,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E RODRIGO ARENAS BETANCUR,I.E RODRIGO ARENAS BETANCUR,14,8,2,2,9,99,9,0,3,0,0,6,601,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,23,23,24,26,999,999,61375658,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E ALFREDO GARCIA,I.E ALFREDO GARCIA,26,4,1,2,9,8,9,0,6,0,0,6,602,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,999,24,24,2.66001E+11,61388329,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HUGO ?NGEL JARAMILLO,I.E HUGO ?NGEL JARAMILLO,10,5,2,2,9,99,9,97,1,0,0,6,601,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,999,999,999,999,999,999,61399031,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E JOSE ANTONIO GALAN,I.E JOSE ANTONIO GALAN,29,1,3,1,9,99,9,0,6,0,0,6,602,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,999,999,999,999,999,999,61400250,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E GONZALO MEJIA ECHEVERRY,I.E GONZALO MEJIA ECHEVERRY,2,1,2,2,9,8,9,0,6,0,0,6,D,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61401338,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,2,1,9,99,9,0,2,0,0,6,D,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,999,999,999,999,999,999,61408797,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E GABRIEL TRUJILLO,I.E GABRIEL TRUJILLO,5,6,1,1,9,3,9,0,2,0,0,6,604,6,1,N,N,1,2,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61408875,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SUR ORIENTAL,I.E SUR ORIENTAL,4,3,2,1,9,99,9,0,6,0,0,6,A,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,999,999,999,24,26,1.66001E+11,61409357,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SUR ORIENTAL,I.E SUR ORIENTAL,4,3,1,1,9,99,9,0,6,0,0,6,B,6,1,S,N,1,1,1,1,0,0
1.66001E+11,6,7,999,999,999,999,999,61411303,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E INEM FELIPE PEREZ,I.E INEM FELIPE PEREZ,13,3,2,2,9,17,9,0,6,0,0,6,605,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,7,8,9,10,11,1.66001E+11,61411323,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E JOSE ANTONIO GALAN,I.E JOSE ANTONIO GALAN,29,1,1,1,9,99,9,0,6,0,0,6,601,6,1,N,N,1,2,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61414342,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E PABLO EMILIO CARDONA,I.E PABLO EMILIO CARDONA,26,4,2,2,9,18,9,0,3,0,0,6,B,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,7,8,999,999,999,61416864,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E BYRON GAVIRIA,I.E BYRON GAVIRIA,22,8,1,1,9,99,9,0,2,0,0,6,603,6,1,N,S,1,1,1,1,0,0
2.66001E+11,6,7,8,9,10,11,1.66002E+11,61419632,2019,2.66001E+11,1.66002E+11,2.66001E+13,I.E CARLOS EDUARDO  VASCO,SALAMANCA,23,2,1,1,9,99,9,200,6,0,0,6,601,6,1,N,N,1,2,0,0,0,0
1.66001E+11,6,7,23,999,999,999,999,61420981,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LENINGRADO,I.E LENINGRADO,27,2,2,2,9,99,9,0,3,0,0,6,601,6,1,N,S,1,1,1,1,0,0
2.66001E+11,6,7,8,9,10,11,2.66001E+11,61421650,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E SAN FRANCISCO DE ASIS,I.E SAN FRANCISCO DE ASIS,3,1,1,1,9,99,9,0,6,0,0,6,602,6,1,N,N,1,2,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61424280,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA BOYACA,I.E LA BOYACA,6,4,3,1,9,99,9,0,2,0,0,6,604,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,23,23,24,999,999,999,61425230,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CENTENARIO,I.E CENTENARIO,32,7,2,2,9,99,9,0,2,0,0,6,601,6,1,N,N,1,1,0,0,0,0
2.66001E+11,6,999,999,999,999,999,999,61432590,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E GONZALO MEJIA ECHEVERRY,I.E GONZALO MEJIA ECHEVERRY,2,1,2,1,9,99,9,0,6,0,0,6,C,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,8,9,999,26,999,999,61461856,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DEOGRACIAS CARDONA,I.E DEOGRACIAS CARDONA,4,3,2,2,9,99,9,0,3,0,0,6,601,6,29,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61468541,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E NUESTRA SE?ORA DE FATIMA,I.E NUESTRA SE?ORA DE FATIMA,26,4,3,1,9,99,9,0,2,0,0,6,601,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,999,9,999,999,61567594,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E GIMNASIO RISARALDA,I.E GIMNASIO RISARALDA,26,4,2,2,9,8,9,0,3,0,0,6,6A,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61570967,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HUGO ?NGEL JARAMILLO,I.E HUGO ?NGEL JARAMILLO,10,5,2,2,9,99,9,0,1,0,0,6,603,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61573906,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,2,2,9,99,9,0,2,0,0,6,B,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,9,10,1.66001E+11,61574202,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CARLOTA SANCHEZ,I.E CARLOTA SANCHEZ,26,4,2,1,9,99,9,0,2,0,0,6,601,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61574273,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,2,1,9,99,9,0,3,0,0,6,G,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,999,999,61575107,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E AUGUSTO ZULUAGA,I.E AUGUSTO ZULUAGA,26,4,3,2,9,99,9,0,2,0,0,6,A,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,999,999,999,61575475,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E HANS DREWS ARANGO,I.E HANS DREWS ARANGO,27,2,3,2,9,99,9,0,6,0,0,6,605,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,7,8,9,10,999,999,61588135,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E CARLOS EDUARDO  VASCO,I.E CARLOS EDUARDO  VASCO,19,2,3,2,9,99,9,0,2,0,0,6,603,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61589578,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E MARIA DOLOROSA,I.E MARIA DOLOROSA,6,4,3,1,9,99,9,0,2,0,0,6,A,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,999,999,999,999,999,61591680,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SOFIA HERNANDEZ,I.E SOFIA HERNANDEZ,27,2,1,2,9,99,9,0,3,0,0,6,601,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61593216,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E LA BOYACA,I.E LA BOYACA,6,4,2,1,9,99,9,0,2,0,0,6,605,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61599727,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SOFIA HERNANDEZ,I.E SOFIA HERNANDEZ,27,2,1,2,9,99,9,0,3,0,0,6,602,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,7,7,23,999,999,999,61600263,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E COMUNITARIO CERRITOS,I.E COMUNITARIO CERRITOS,7,6,1,2,9,99,9,0,3,0,0,6,603,6,1,S,N,1,2,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61633500,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E RODRIGO ARENAS BETANCUR,I.E RODRIGO ARENAS BETANCUR,14,8,0,2,9,99,9,0,3,0,0,6,603,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,6,7,8,9,26,1.66001E+11,61638479,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SAN FERNANDO,I.E SAN FERNANDO,12,8,2,1,9,99,9,0,3,0,0,6,1,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,999,999,61643689,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E JESUS MARIA ORMAZA,I.E JESUS MARIA ORMAZA,12,8,4,2,9,99,9,0,6,0,0,6,C,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,9,10,999,999,999,61651453,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E BYRON GAVIRIA,I.E BYRON GAVIRIA,22,8,2,1,9,99,9,0,2,0,0,6,603,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,6,7,8,9,10,1.66001E+11,61672258,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E PABLO EMILIO CARDONA,I.E PABLO EMILIO CARDONA,26,4,2,1,9,99,9,0,3,0,0,6,A,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,8,9,9,10,10,1.66001E+11,61673696,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DEOGRACIAS CARDONA,I.E DEOGRACIAS CARDONA,4,3,3,1,9,99,9,0,6,0,0,6,6A,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,7,999,999,999,999,999,61694299,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E SAN FERNANDO,I.E SAN FERNANDO,12,8,1,2,9,99,9,0,3,0,0,6,1,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,7,8,9,9,999,999,61712950,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E DEOGRACIAS CARDONA,I.E DEOGRACIAS CARDONA,4,3,1,2,9,99,9,0,6,0,0,6,6C,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,9,10,26,999,999,61733992,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDADELA CUBA,I.E CIUDADELA CUBA,14,8,1,1,1,17,9,0,2,0,0,6,B,6,1,N,N,1,1,1,1,0,0
1.66001E+11,6,999,8,9,999,24,1.66001E+11,61738025,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E VILLA SANTANA,I.E VILLA SANTANA,31,7,1,1,9,99,9,97,3,0,0,6,602,6,1,N,N,1,2,1,1,0,0
1.66001E+11,6,24,26,999,999,999,999,61739275,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E JESUS MARIA ORMAZA,I.E JESUS MARIA ORMAZA,12,8,2,1,1,99,9,97,3,0,0,6,F,6,1,S,S,1,1,1,1,0,0
1.66001E+11,6,999,999,999,999,999,999,61745735,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E INEM FELIPE PEREZ,I.E INEM FELIPE PEREZ,13,3,2,2,9,99,9,0,6,0,0,6,602,6,1,N,N,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,10,1.66001E+11,61749063,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E CIUDAD BOQUIA,I.E CIUDAD BOQUIA,10,5,4,2,9,99,9,0,3,0,0,6,E,6,1,N,S,1,1,1,1,0,0
2.66001E+11,6,7,8,9,10,11,2.66001E+11,61750371,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E SAN JOAQUIN,I.E SAN JOAQUIN,27,2,2,2,9,99,9,0,3,0,0,6,601,6,1,N,S,1,1,1,1,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61761215,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E INEM FELIPE PEREZ,I.E INEM FELIPE PEREZ,13,3,3,1,9,99,2,0,6,0,0,6,606,6,1,N,N,1,1,1,1,0,0
2.66001E+11,6,6,6,23,24,999,999,61762592,2019,2.66001E+11,2.66001E+11,2.66001E+13,I.E SAN JOAQUIN,I.E SAN JOAQUIN,27,2,1,2,9,99,9,0,3,0,0,6,601,6,1,N,S,1,1,0,0,0,0
1.66001E+11,6,7,8,9,10,11,1.66001E+11,61763128,2019,1.66001E+11,1.66001E+11,1.66001E+13,I.E NUESTRA SE?ORA DE FATIMA,I.E NUESTRA SE?ORA DE FATIMA,26,4,4,1,9,18,9,0,2,0,0,6,602,6,1,N,N,1,1,4,1,0,0
